Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,
2557,Jr,5-8,Aby Shubert,Montana,BSky,69.4,0.3,-3.9,86.2,104.7,14,46.1,47.4,0.3,11.4,5.4,13.2,0.4,1.6,5.4,14-34,0.412,11.6,53-169,0.314
2558,So,5-10,Kortney Doman,Southern Utah,WAC,85,0.2,-0.3,87.3,97.4,13.7,42.4,47.9,5,15.2,13.1,30.5,2.8,1.9,30.8,46-121,0.38,2.9,18-51,0.353
2559,Sr,5-7,Kamesha Moore,Troy,SB,19.9,0.2,0.1,85.5,86.2,18.7,39.9,42.8,3.5,11.4,17.8,28.6,0,4.2,13.1,17-41,0.415,8.5,11-43,0.256
2560,Fr,6-2,Ariana Meriedy,Temple,Amer,12.7,0.2,-1.4,82.5,92.8,21.5,48.3,47.1,4.4,16.8,7,23.5,6.1,1,22,24-53,0.453,2,3-6,0.5
2561,Fr,5-6,Anika Hyland,Stephen F. Austin,Slnd,29.2,0.2,-2.9,92.3,101.9,15.4,46.6,49.4,3.6,4.5,14.4,25.1,0,2.7,23.6,19-45,0.422,6.1,15-44,0.341
2562,Sr,6-1,Sol Castro,San Francisco,WCC,20.5,0.2,-5.3,82.6,90.7,20.1,36.4,40,13.7,17.2,9.9,21.6,1.1,1,49.4,28-77,0.364,0,0-0,0
2563,Jr,5-7,Mya Cotto,Little Rock,OVC,68,0.2,-3.3,79.3,97.3,19.9,36.7,40.5,2.3,7.1,10.3,19.5,1.3,1.9,27.3,51-145,0.352,7.6,27-104,0.26
2564,Fr,5-6,Nal'la Bennett,Stony Brook,CAA,30.9,0.2,-4.6,97.7,105.4,11,44.4,46.9,0.3,5,9.4,18.4,0,0.2,8.3,5-16,0.313,9.4,18-56,0.321
2565,So,5-9,Gigi Bower,Ohio,MAC,39.7,0.2,-2.1,84.1,95.7,17.1,44.6,46.9,1.6,8.1,8.2,24,0.5,3.5,16.9,18-46,0.391,10.7,32-102,0.314
2566,Fr,5-8,Soraya Ogaldez,North Florida,ASun,18.5,0.2,-5.3,81.8,98.8,23.3,46.3,50.3,0.6,11.1,20.1,30.3,0.5,3.2,22.4,28-54,0.519,3.5,2-13,0.154
2567,Sr,6-2,Lily Niebuhr,North Dakota St.,Sum,6,0.2,-4.7,98.5,93,20.3,45.5,52.5,24.1,17,6.3,29.9,1.3,1.5,127.3,5-11,0.455,0,0-0,0
2568,Jr,6-0,Abby Sharpe,Penn,Ivy,13.9,0.2,-3.5,97.1,93.9,10.9,45.8,47.7,6.5,14.9,2.9,16,1.5,0.4,20.8,8-15,0.533,3.9,2-9,0.222
2569,So,5-10,Somah Kamara,Tennessee St.,OVC,55,0.2,-5,76.7,102.2,23.4,39.7,42.6,2,9.4,13.4,22.8,0.9,3.3,40.6,71-155,0.458,5.8,12-69,0.174
2570,Sr,6-2,Caroline Ducharme,Connecticut,BE,12.4,0.2,2.8,82,65.5,17.5,30.6,34.3,5.8,20.5,14.1,25,3.4,2,16.3,9-26,0.346,6.7,4-23,0.174
2571,Jr,5-11,Nyah Lowery,Pacific,WCC,53.2,0.2,-3.5,80.9,97.4,18.2,39.7,42.1,3.7,12.9,10.9,23.8,0.5,2.1,12.8,31-77,0.403,9.7,27-103,0.262
2572,Fr,5-9,Kayla Washington,Longwood,BSth,7.9,0.2,-4.1,97.4,103.8,19.5,39.8,41.2,4.3,3.5,4.4,6,0,1.2,4.5,4-12,0.333,18.8,9-32,0.281
2573,Jr,6-0,Layla-J Cameron,Tulsa,Amer,39.5,0.2,-2,88.5,93.4,14.1,41.4,50.1,6,10.1,13.2,31.2,1.4,1.5,46.9,20-45,0.444,4,9-36,0.25
2574,Fr,6-1,Tyler Gildersleeve-Stiles,Santa Clara,WCC,36.5,0.2,-2.7,86.8,89.6,15,38.2,38.5,11.1,18.1,8.3,20.5,1.1,2.6,23.6,39-96,0.406,1.1,1-10,0.1
2575,Jr,6-4,Za'Naria Robinson,Florida A&M,SWAC,6.7,0.2,-1.7,88.6,92.5,14.8,36.8,42.5,10.1,17.3,5.9,18.7,7.1,0.7,26.3,7-19,0.368,0,0-0,0
2576,Sr,5-9,Naylee Cortes,Charleston,CAA,8.4,0.2,-0.8,95.1,85.8,16.2,41.4,45.2,8.4,10.9,1.8,17,0,6,24.1,12-29,0.414,0,0-0,0
2577,Sr,5-9,Aaliyah Ellis,New Orleans,Slnd,30.7,0.2,-4.7,89.6,106.6,14.2,42.9,49.9,1.8,10.7,7.3,23.7,0.3,2.8,27.1,17-39,0.436,6.7,13-46,0.283
2578,So,6-4,Aimee Flippen,Abilene Christian,WAC,11,0.2,-5.6,92.5,92.1,17.1,47.4,47,10.4,16.3,9.2,21.7,5,0.8,7.9,18-36,0.5,0.8,0-2,0
2579,Fr,6-2,MG Talle,Dayton,A10,17.9,0.2,-4,78.1,94.3,23.7,41.8,46.4,11.8,16,5.4,32.6,0.9,2.8,54.1,24-52,0.462,2.3,1-9,0.111
2580,Jr,6-6,Aalyah Del Rosario,Vanderbilt,SEC,8.8,0.2,6,85.9,78.5,19,50,51.6,7.4,18.8,19.7,38.5,12.8,2.3,70,10-20,0.5,0,0-0,0
2581,So,5-7,Mauriana Hashemian-Orr,Saint Mary's,WCC,48.6,0.2,-2.5,81.9,89.8,17.8,46.8,50.6,2.7,13.8,28.5,37.4,0.9,3.1,49.5,43-85,0.506,1,1-10,0.1
2582,Fr,6-1,Hannah Coons,Oral Roberts,Sum,20.1,0.2,-6,86.6,104.6,18.9,43.1,45.5,3.9,14.2,5.5,17.9,0.5,0.5,41.5,10-31,0.323,8.2,12-34,0.353
2583,Jr,5-8,Jovi Lefotu,Hawaii,BW,22.5,0.2,-3,81.2,89,21.6,42,45.8,3.1,12.9,21.1,30.4,1.1,2.1,24,21-61,0.344,3,7-14,0.5
2584,Fr,5-0,Rachael Okokoh,Penn St.,B10,12.8,0.2,-2.3,90.3,92.8,13.1,45,51,11.5,18.1,4,29.9,3.7,2.1,85,9-20,0.45,0,0-0,0
2585,Jr,6-0,Darrionna Howard,North Carolina A&T,CAA,48.1,0.2,-2.9,83.6,96.6,16.7,41.4,43.4,7.7,14.3,10.5,22.5,1.3,1.1,48.3,48-116,0.414,0,0-0,0
2586,Sr,5-4,Dionna Gray,Kent St.,MAC,79.1,0.2,-2.3,81.8,95.6,16.6,33.3,43.6,2.5,10.7,29.8,36.5,1.1,2.4,43,34-105,0.324,3.6,14-60,0.233
2587,Sr,5-7,Avery O'Roke,NJIT,AE,10.6,0.2,-4.1,100.5,104.8,12.2,62.5,61.1,2.7,7.3,4.2,25.3,0,0.9,20.8,9-12,0.75,5.3,4-12,0.333
2588,Sr,6-0,Maria Serracanta,Northern Illinois,MAC,84.6,0.2,-3,89.7,103.4,13.5,41.4,46.1,2.2,11.8,26.7,25.1,0.5,2.1,39.5,47-110,0.427,2.7,12-47,0.255
2589,Sr,6-2,Justis Odom,DePaul,BE,15.2,0.2,-4.4,83.2,95.4,17.9,35.8,43,5.4,10.6,11.1,23.9,2.5,2.6,32.1,19-53,0.358,0,0-0,0
2590,Fr,5-11,Claudia Frances,UMKC,Sum,9.8,0.2,-3.9,104.9,106.9,7.4,60,64.3,5,9.4,3.5,29.7,0,2.2,20,6-10,0.6,0,0-0,0
2591,Jr,6-1,Taylor Ross,Southeastern Louisia,Slnd,24.2,0.2,-6.7,93.1,106.7,12.5,54.8,57.1,5.6,16.8,4.3,27.6,1.5,1.3,42.9,23-41,0.561,0.2,0-1,0
2592,So,5-9,Angeliki Ziaka,Davidson,A10,28.8,0.2,3.1,90.4,84.2,12.5,37.5,39.8,4.7,11.1,10.2,16.3,3.6,3.1,13.2,12-33,0.364,6.7,11-43,0.256
2593,Sr,5-2,Kailee Davis,Detroit Mercy,Horz,30.1,0.2,-4.8,84.6,107.6,18.4,40.3,40.8,1.1,6.8,18.1,15.9,0.9,1.7,13.6,22-51,0.431,10.3,17-67,0.254
2594,So,5-10,Teagan Mallegni,Iowa,B10,6.2,0.2,-0.5,76.3,77.1,24.4,28.8,30.9,9.9,15.3,18.9,19,0,2,18.2,5-13,0.385,13.2,3-20,0.15
2595,Sr,6-3,Deivejon Harris,Hofstra,CAA,15.4,0.2,-6.4,77.8,92.6,26.4,45,47.5,14.1,21,9.6,32.3,1.7,0.9,31.7,27-60,0.45,0,0-0,0
2596,Jr,5-10,Karys Washington,Wichita St.,Amer,16.1,0.2,-5.6,83.1,100.3,17.4,32.5,41.9,13.6,11.2,7.6,25.2,0.5,1.5,57.5,13-40,0.325,0,0-0,0
2597,So,6-2,Fia Proctor,Seattle,WCC,24.3,0.2,-6.2,100,112,9.6,52.9,59.5,2,6.8,4.7,23.4,1,0.6,45.7,11-22,0.5,2.6,5-13,0.385
2598,Jr,6-6,Lucija Milkovic,Seattle,WCC,34.5,0.2,-6.5,76.4,104.7,24.4,43.5,44.4,6.6,17.1,11.2,24.7,3.3,1,9.5,52-122,0.426,3.6,8-25,0.32
2599,Jr,5-7,Jayda Holiman,UTSA,Amer,42.4,0.2,-0.1,83.2,87.6,15.5,39.9,41.9,5.1,9,9.1,23.5,1.1,2,11.8,14-46,0.304,10.2,29-98,0.296
2600,Fr,5-6,Savannah Robinson-Holmes,Georgia St.,SB,22.6,0.2,-4.9,87,106.4,15.9,45.2,49.1,2.7,5.5,7.9,23.5,0.8,2.1,33.9,16-32,0.5,6.2,8-30,0.267
2601,Jr,5-9,Karina Gordon,Florida Gulf Coast,ASun,48.7,0.2,-1.6,85.7,93.5,15,48.3,51.8,1.1,9.3,10.5,28.3,0.8,1.2,23.9,16-35,0.457,8.3,27-82,0.329
2602,Sr,5-7,Charmen Taylor,Southeast Missouri S,OVC,35.4,0.2,-2.5,93.9,101.8,11.3,41.4,46.2,1.7,5.1,8.6,14.1,0.2,1.6,18.5,26-59,0.441,2.9,5-22,0.227
2603,So,5-9,Zanyra Adams,Illinois St.,MVC,6.4,0.2,-5.2,90.2,98.1,22.1,39.4,44.9,6.1,6.9,10.4,16.2,1,3,33.3,13-24,0.542,5.4,0-9,0
2604,Jr,5-11,Alyse Aby,Idaho St.,BSky,71.6,0.2,-2.7,85.3,90.3,15.7,41,46.3,2.9,9,9.3,27.2,2.1,2.2,25.6,41-104,0.394,6.3,26-91,0.286
2605,So,5-10,CJ Latta,San Diego St.,MWC,39.4,0.2,0.6,93,93.5,10.4,53.9,54.7,0.5,8.1,7.9,25.9,0.8,1,7.9,5-9,0.556,7.9,24-67,0.358
2606,Sr,6-2,Mia Flor,Wofford,SC,32.2,0.2,-3.6,94.3,100.3,13,49.1,49.3,8.3,11.2,9.7,25.1,3.1,0.7,20,18-29,0.621,4.7,6-26,0.231
2607,Sr,5-11,Madison Royal-Davis,Cleveland St.,Horz,10.8,0.2,1.9,94.9,85.5,14.6,50,50.4,14.2,20.6,14.9,29.1,2.3,4.6,125,8-16,0.5,0,0-0,0
2608,So,5-10,Kayanna Cox,UCF,B12,25.3,0.2,-2.6,74.3,88,22.7,37.3,38.8,2.7,8.2,12.1,22.2,3.8,2.4,22.7,26-66,0.394,8.2,10-44,0.227
2609,Jr,6-0,Dani McTeer,Charleston,CAA,6.1,0.2,-2.5,102.8,93.6,12.8,33.3,37.4,7.7,21.1,2.3,0,1.5,0.8,19,4-14,0.286,5.4,2-7,0.286
2610,So,5-9,Callie Levin,Iowa,B10,8.4,0.2,0.6,88.8,78.2,14.2,35.4,41.8,2.1,8.4,13.4,20.5,0,3.4,33.3,7-14,0.5,4.9,1-10,0.1
2611,So,6-2,Nyaluak Dak,East Texas A&M,Slnd,9.9,0.2,-1.3,87.3,88.8,17.9,51.9,52.6,7.6,27,8.3,25.8,5.1,1.5,38.5,12-21,0.571,2.6,1-5,0.2
2612,So,6-2,Ariana Williams,IU Indy,Horz,36.2,0.2,-3.5,77.5,90.6,24.9,42.1,46.2,5.1,19.8,14.9,29.6,6.3,3.6,33.1,48-109,0.44,3.9,7-30,0.233
2613,Fr,5-7,JBionna Robinson,Northern Arizona,BSky,47.5,0.2,-1.8,82.1,97.3,18,37.8,44.8,3.1,8.9,19.8,26.6,0.5,4.9,61.8,45-116,0.388,0.7,1-7,0.143
2614,So,5-6,Alexa Washington,North Florida,ASun,74.4,0.2,-4.6,79,101.5,20.9,41,45.1,2.2,9.9,19.4,29.7,0.1,3,23.5,51-129,0.395,7.3,31-109,0.284
2615,Sr,6-4,Laurel Rockwood,Cleveland St.,Horz,20.6,0.2,-3.3,87.3,86.8,19.1,48.2,55.7,10.5,22.4,5.7,34.2,5.3,2,60.7,27-56,0.482,0,0-0,0
2616,Jr,5-10,Kassidy Thompson,New Hampshire,AE,6.8,0.2,-4.4,101.3,104.1,13,71.4,72.6,11.2,10.5,8.9,37.4,0,0.8,85.7,2-4,0.5,2.4,2-3,0.667
2617,Sr,6-3,Erica Collins,UNLV,MWC,6,0.2,0.7,87.1,89.7,17.9,31.6,38.5,11.5,17.5,11.9,21.2,1.3,2.3,21.1,6-18,0.333,0.8,0-1,0
2618,Jr,5-7,Jasmine Timmerson,Davidson,A10,31.2,0.2,1.2,87.6,85.5,14.1,49.3,50.3,2.9,10.8,19.5,34.6,1,3.2,11.9,15-27,0.556,5.8,12-40,0.3
2619,Sr,5-11,Kayla Smith,Indiana St.,MVC,58.8,0.2,-4.3,87.9,110.4,15.4,36.1,41.6,3.4,10.2,5.7,15,1.3,1.5,26.9,27-85,0.318,9.2,34-131,0.26
2620,Sr,5-8,Kelly Ratigan,Notre Dame,ACC,9.7,0.2,-3.3,99.4,91.5,8.9,47.5,50.8,2.4,5.8,3.1,17.7,0,1.6,30,2-4,0.5,6.3,5-16,0.313
2621,Sr,6-3,Bella Hays,Eastern Washington,BSky,18.4,0.2,-1.9,93.9,99.9,12.6,57.1,52.5,7.5,10.4,9.2,24.5,1.6,1.2,57.1,20-35,0.571,0,0-0,0
2622,Sr,5-8,Journey Armstead,UAB,Amer,48.6,0.2,-5.1,77.6,100.6,21.5,31.9,38.8,1.3,10,30.7,29,0.5,1.7,50,40-103,0.388,2.7,1-27,0.037
2623,Fr,6-3,Aniya Trent,Virginia Tech,ACC,21.7,0.2,3.1,91.9,76.6,10.9,63.2,59.5,7.7,18.6,5.4,33.7,5.3,1.9,28.9,24-38,0.632,0,0-0,0
2624,Fr,6-3,Joy Egbuna,Alabama,SEC,6.1,0.2,-2.9,85.2,85.2,17.6,38.9,45.1,15.3,8.7,0,27.3,2.3,1.4,38.9,7-18,0.389,0,0-0,0
2625,Jr,6-0,Hannah Robbins,Weber St.,BSky,79.7,0.2,-2.7,75.4,94.9,22.9,42.7,45.2,1.2,11.9,21,28.3,2.5,3,16.2,87-206,0.422,5.9,30-103,0.291
2626,Jr,6-0,Mackenzie Wright-Rawls,NJIT,AE,21.9,0.2,-1.2,92.1,98.1,14.1,43.5,46.8,4.8,8.1,10.3,21.2,4.7,2.5,63,20-43,0.465,0.6,0-3,0
2627,So,6-2,Daniela Falcon Hernandez,UC Irvine,BW,21.3,0.2,-3.2,96.1,92.8,10.8,48.9,49.2,6.8,15.1,3.6,21.4,3,0.2,8.5,11-30,0.367,3.6,8-17,0.471
2628,So,5-10,Mackenzie Pettinelli,St. Bonaventure,A10,71.4,0.2,-1.9,89.7,96,12.9,49.4,52.8,1.2,10.6,10.1,26.4,1,2.6,23.4,45-84,0.536,4.7,22-74,0.297
2629,Fr,5-8,Maeva GAUFFRENET,Idaho St.,BSky,42.8,0.2,-3.7,80.7,90.2,19.8,42.2,47.5,1.1,7.5,13.8,32.5,0.8,2.8,29.6,15-47,0.319,10.1,28-88,0.318
2630,Jr,6-5,Anaja Hall,Southern,SWAC,20.9,0.2,-4.8,85,95,18.3,48.6,50.3,4.9,9.1,4.5,25.3,4.2,1.3,36.1,35-72,0.486,0,0-0,0
2631,Jr,5-11,Laia Conesa,Kansas,B12,49.4,0.2,2.6,81,83.8,15,42.1,46.7,1.1,15.2,17.3,32.4,1.4,2.9,28.3,34-80,0.425,3.3,11-40,0.275
2632,Fr,5-10,Riley Grohman,Abilene Christian,WAC,26.3,0.2,-1.4,92.6,93.6,13.1,45.4,46.6,3,7.6,9.3,21,0,2.4,3.9,12-29,0.414,8.1,15-47,0.319
2633,Jr,6-2,Amelia Raidaveta,Nevada,MWC,24.7,0.2,-2,78.6,93.1,21.6,36,39.7,9,12,19.8,25.9,2.9,2,22.1,28-76,0.368,2,2-10,0.2
2634,Sr,5-9,Kaili Chamberlin,McNeese St.,Slnd,40.2,0.2,-1.5,85.5,84.5,17.6,42.4,43.4,2.9,11.6,6.5,17,0,3.7,3.5,24-61,0.393,12.1,32-109,0.294
2635,Jr,6-2,Julianna Gibson,Central Arkansas,ASun,40.5,0.2,-4.2,87.4,91.7,16.3,46.1,48,6.8,10.2,7.2,26.3,1.2,1.7,13.8,52-106,0.491,1.2,1-10,0.1
2636,Fr,6-3,Khloe Miller,Temple,Amer,9.9,0.2,-4.6,84.1,95.4,19,42.6,50.4,6.5,13,1.6,29.7,1.6,1.3,38.2,13-28,0.464,2.6,1-6,0.167
2637,Jr,5-8,Aoibhe Gormley,Boston University,Pat,24.5,0.2,-3,93.9,106.2,11.7,42.3,45.6,2.7,12.8,20.5,26.2,0.8,2,15.4,9-24,0.375,3.3,5-15,0.333
2638,Sr,5-10,Nika Lokica,Purdue Fort Wayne,Horz,39.5,0.2,-3.7,81.2,92.2,19.9,44.8,45.6,2.5,13.6,14.6,24.2,0.6,1.9,20.3,55-104,0.529,5,9-49,0.184
2639,Sr,6-0,Beth Nelson,Brown,Ivy,72.9,0.2,-0.6,89.5,91.9,12.2,44.5,48.1,1.6,6.6,6.1,24.6,3.6,1.3,18.6,9-32,0.281,8.9,37-113,0.327
2640,Sr,6-0,Tylie Jones,Idaho St.,BSky,20.3,0.2,-4.1,81.3,89,20.7,39.4,44,8,18.4,9.5,28.2,2.6,1.4,23.9,19-45,0.422,6.3,6-26,0.231
2641,Sr,5-5,Olivia Smith,Hampton,CAA,64,0.2,-5.7,86.2,107,15.6,43.9,46.9,0.9,6.4,25.2,28.6,0.3,2.5,16.9,14-46,0.304,8.5,34-102,0.333
2642,So,6-0,Stephie Salumu,Northwestern St.,Slnd,13,0.2,-3.5,85.4,94.9,21.3,46.9,48.1,4.8,11.3,9.7,24.9,3.3,1.5,33.3,21-42,0.5,2.3,1-6,0.167
2643,Sr,6-2,Tanya Tkachenko,VCU,A10,25.4,0.2,-2.2,86.9,97.7,14.2,44.4,46,6,10.1,13.3,24.3,2.5,1.1,23.8,22-48,0.458,2.7,4-15,0.267
2644,Fr,5-5,Adriana Robles,UTSA,Amer,54.7,0.2,-1.2,78.7,86.2,17.8,39.9,43.6,2.7,9.4,20.5,31.3,0.1,2.7,31.9,47-107,0.439,4.5,12-56,0.214
2645,So,6-1,Michelle Ugwah,San Francisco,WCC,22.4,0.2,-2.3,79.4,89.5,20.5,42.7,45.8,7,12.6,10.8,29,3.7,2.5,29.2,38-89,0.427,0,0-0,0
2646,Jr,5-9,Mia Galbraith,Texas St.,SB,55.6,0.2,-2.8,81.5,97.6,18.4,40.3,46.3,6.5,9.2,13.3,30.7,0.8,2,27.7,49-115,0.426,3.5,9-40,0.225
2647,Sr,6-1,Favor Ayodele,Grand Canyon,MWC,12.6,0.2,-4.8,77.4,82.3,19.1,38.9,39.9,19.8,16.7,5.1,29.3,4.3,2.1,41.7,14-36,0.389,0,0-0,0
2648,Sr,5-7,Ty Williams,VCU,A10,43.5,0.2,-1.3,81.7,93.7,15.3,43.2,45,2.2,9.2,19.2,29.2,0.4,3.2,10.2,15-44,0.341,7.9,24-74,0.324
2649,Fr,6-0,Brynn Smith,Portland,WCC,27.2,0.2,-3.8,77.2,92.6,23.2,43.9,46.2,1.2,8.1,23.7,31.3,1,1.8,10.7,16-51,0.314,10.7,25-71,0.352
2650,Fr,6-1,Mason Borcherding,Boise St.,MWC,18.3,0.2,-5.5,79.4,92.6,23.2,35.2,41.2,14.3,16.6,8.6,27.3,2.3,1.2,36.6,25-69,0.362,0.5,0-2,0
2651,So,5-10,Mariah Clayton,Old Dominion,SB,21.4,0.2,-2,78.1,89.9,23.2,35.5,38,10.4,15.8,8.4,20,1.9,2,52.7,33-85,0.388,1.6,0-8,0
2652,Jr,5-8,Tianna Sutherland,Cal St. Bakersfield,BW,23.6,0.2,-3.8,93.5,102.5,12.7,48.2,51.9,3.2,6.3,5.6,22.1,0.4,2.6,23.6,13-36,0.361,3.8,9-19,0.474
2653,Fr,6-0,Niya Price,UC San Diego,BW,6,0.2,-5.4,76.4,85,30.3,39.3,42.8,0,20.1,2.7,16.5,1.5,4.3,19,6-12,0.5,21.5,7-30,0.233
2654,Fr,6-2,Cece McNair,Milwaukee,Horz,17.8,0.2,-1.6,83.7,95.7,20.7,55,49.3,7.6,20.2,8.8,21.2,7.3,2.2,41.7,33-60,0.55,0,0-0,0
2655,Sr,5-6,Saniah Tyler,Missouri,SEC,34.9,0.2,-2.9,76.6,92.9,17.4,43.1,46.8,0.5,8.7,19.1,34.8,0,2.6,17.8,12-41,0.293,6.9,21-60,0.35
2656,Sr,5-10,Ashton Elley,Miami OH,MAC,11.6,0.2,-0.3,96.7,87.6,12.8,54.5,55.4,1.6,11.1,2.4,17.5,1.4,2.2,21.2,0-0,0,12.3,12-33,0.364
2657,Jr,5-9,Amaya Burch,Detroit Mercy,Horz,6.4,0.2,-4.4,89.3,103.4,19,38.6,45.1,11.8,22.8,0,19.1,0,0.7,36.4,4-10,0.4,8.7,3-12,0.25
2658,Fr,5-6,Madison Fitzgibbon,Milwaukee,Horz,54.4,0.2,-5.7,86.8,109,15.6,48.9,51.2,0.7,7.8,19.7,29.3,0,1,18.2,6-33,0.182,8.9,39-99,0.394
2659,Jr,5-8,Chloe Oliver,Stony Brook,CAA,54.4,0.2,-4.5,87,101.4,15.3,39.9,44.8,4.9,6.9,11.4,25.6,0.5,0.9,26.6,33-93,0.355,4.4,15-46,0.326
2660,Sr,6-2,Taylor Gibson,Hampton,CAA,36.3,0.2,-7.4,82.5,105.2,19.1,38.8,43,4.1,15.1,5.9,18.4,1,1,28.1,35-92,0.38,4.2,8-29,0.276
2661,Jr,5-10,Joniyah Bland-Fitzpatrick,Bowling Green,MAC,34.3,0.2,-4.2,79.9,93.8,20.2,40.1,43,8.9,8.7,9.2,24.3,1.5,3.6,36.8,41-98,0.418,1.2,1-8,0.125
2662,Jr,5-10,Kaitlyn Adams,Delaware St.,MEAC,18.2,0.2,-4.3,86.3,101.5,17.1,49,49.8,5.9,15.4,15.2,25.4,1.6,2.3,10,23-47,0.489,0.9,1-3,0.333
2663,Sr,6-4,Laila Walker,Old Dominion,SB,19.2,0.2,-1.5,83.2,87.7,18.7,45.1,50.5,14.9,21.5,4.8,34.9,6.7,0.7,51,23-51,0.451,0,0-0,0
2664,So,6-0,Stephanie Mosley,Louisiana,SB,36.6,0.2,-5.1,79.8,104.9,19.8,46.8,48,5.6,7.3,5.1,27.4,0,1.8,54.1,40-86,0.465,3.2,8-25,0.32
2665,So,5-9,Reese Noa,UC Irvine,BW,9.2,0.2,-0.8,91.9,88.7,17.6,40.4,46,7.4,14.3,17,24.9,1,3.9,38.5,9-18,0.5,3.9,1-8,0.125
2666,Fr,6-2,Carla Baguda,Samford,SC,33.8,0.2,-2.9,92.1,99.7,12.7,56.5,55.1,6.1,19.8,7.7,26.4,6.9,1,41.9,35-62,0.565,0,0-0,0
2667,Jr,5-9,MaKenzie Drout,Wright St.,Horz,7,0.2,-3.9,86.1,101.2,18,50,52.4,2.5,15.4,7.9,26.7,0,1.4,8.7,4-11,0.364,8.2,5-12,0.417
2668,Sr,5-9,Waiata Jennings,Alabama,SEC,12.9,0.2,0.7,75.8,79,19.5,37.5,38.7,2,8.2,12.7,23.1,0.5,2.9,8.9,15-31,0.484,8.1,4-25,0.16
2669,So,5-11,Kristina Rakotobe,UNC Greensboro,SC,29,0.2,-5.5,92.8,97.7,13.6,49,54.3,8.5,13.6,5.6,28.6,1.1,2.4,28,23-48,0.479,0.4,1-2,0.5
2670,Jr,5-6,Dalanna Carter,Old Dominion,SB,34.8,0.2,-2.5,83.9,93.6,16.5,34.9,41.3,4.1,7.1,13.6,24.2,0,3.1,42.5,22-76,0.289,3.7,10-30,0.333
2671,Fr,5-7,Bhret Clay,Air Force,MWC,62,0.2,-1.5,89.6,96.3,11.8,44.3,46,3.6,11.4,5.2,19,1,2.2,9.6,17-58,0.293,7.6,38-109,0.349
2672,Sr,6-2,Paris Kirk,Eastern Washington,BSky,10.3,0.2,-1.2,95.4,96.9,14.1,62.5,53.6,11.7,13.7,7.6,23.8,1.5,1.7,80,11-19,0.579,0.4,1-1,1
2673,So,5-11,Stella Szabo,Pacific,WCC,56.6,0.2,-2,87.7,100.4,12.8,45.1,46.5,5.5,8.5,7.2,24.9,0.4,1.7,21.1,12-39,0.308,7.4,29-84,0.345
2674,Jr,5-9,Raiane Dos Santos,Virginia,ACC,7.8,0.2,-3.9,88.1,99.3,16.6,40,40.8,2,4.9,7.9,16,0.9,2.1,11.4,5-13,0.385,11.7,6-22,0.273
2675,So,5-8,Paige Engels,Cornell,Ivy,71.8,0.2,-3.9,81.8,102.8,17.1,43,45.6,1.2,8.3,24,27.5,0.2,2.3,15.8,50-116,0.431,3.6,12-42,0.286
2676,Fr,6-1,Jasaiyah Wallace,Saint Louis,A10,23.3,0.2,-0.9,93.3,90.5,11.9,50,52.2,10.9,14.2,6.5,28.1,2.9,2.6,28.3,23-46,0.5,0,0-0,0
2677,Fr,5-7,Charlotte Adams-Lopez,Brown,Ivy,63.5,0.2,-3.1,82.7,92.2,16.7,39.8,44.6,2,7.9,20,31.4,0.2,1.6,21.8,25-69,0.362,6.6,21-73,0.288
2678,Jr,6-1,Shannon Fornshell,Drake,MVC,13,0.2,-1.9,95.6,100,12.9,39.5,39.9,8.6,10.4,12.6,15.5,1.2,1.3,5.3,9-25,0.36,4.3,4-13,0.308
2679,Jr,5-10,Katie Criswell,North Alabama,ASun,79.1,0.2,-3.7,84.6,99.8,17,40.8,41,1.6,7.9,11.1,14,1.8,1.3,5.3,73-196,0.372,6.4,33-104,0.317
2680,Sr,6-0,Camryn Fauria,New Hampshire,AE,51,0.2,-5.6,82.5,101.8,18.1,40.3,44.8,5.1,12.7,6.1,20.1,0.7,0.6,16.1,42-103,0.408,4.9,12-46,0.261
2681,Fr,6-0,Sophie Lentfer,UC Davis,BW,21,0.2,-4.4,90.5,99.5,14.2,47.2,51.5,5.4,11.6,5.7,25.1,0,1.3,25.9,9-22,0.409,6.7,11-32,0.344
2682,So,5-9,Mya Nicholson,Northern Iowa,MVC,18.3,0.2,-1.8,89.1,95,17,37,39.5,3.3,5.3,8.2,7.1,0.9,1.2,11.7,3-18,0.167,14.4,17-59,0.288
2683,Jr,6-0,Sa'lah Hemingway,Howard,MEAC,47.4,0.2,-0.6,89.7,91.9,13.3,40.8,46.1,5,13.8,10.6,23.6,1.3,2.5,35.8,40-91,0.44,2.5,6-29,0.207
2684,So,6-0,Ava Card,Chattanooga,SC,65.6,0.2,-3.4,86.9,99.4,16.1,42,43.3,5.7,15.3,6.4,20.9,1.4,1.3,10.8,50-117,0.427,6.2,21-77,0.273
2685,So,5-11,Rakiyah Beal,Alabama A&M,SWAC,58.7,0.2,-2.4,82.7,93.3,19.2,37.4,41.2,3.1,8.9,12.2,20.4,1.4,1.9,38.1,53-151,0.351,4.8,17-59,0.288
2686,Sr,6-2,Ciara Bailey,Norfolk St.,MEAC,33.1,0.2,-1,80.7,81.3,17.7,42,45,9.5,15.2,3.6,26.4,12,1.7,25,42-96,0.438,0.6,0-4,0
