Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,
2428,Sr,6-2,Treasure Thompson,Wichita St.,Amer,50.7,0.3,-0.1,78.8,92.8,20.8,45.2,45.8,7.4,14.9,12.8,28.2,5.1,3,32.7,76-163,0.466,0.5,0-5,0
2429,Sr,5-9,Jordan Rosier,UAB,Amer,27.4,0.3,-2.2,88.8,103.6,17.1,39.9,45.1,3.7,9.2,10.8,18.5,0,0.7,21.4,14-29,0.483,9.7,13-55,0.236
2430,Fr,5-7,Giorgia Gorini,Ball St.,MAC,24.8,0.3,-1.2,91,91.6,16.8,50,51.9,2.1,6.5,24.1,32.8,0.9,2.5,49.2,17-31,0.548,5,9-30,0.3
2431,Fr,6-1,Gabby Jackson,North Alabama,ASun,67.9,0.3,-2.4,84.4,92.1,18.7,41.9,44.6,4,22.3,11.3,21.4,0.6,1.9,25,64-155,0.413,5.2,21-73,0.288
2432,So,6-4,Heidur Karlsdottir,Wyoming,MWC,36.1,0.3,-1.4,89.7,92,14.3,55.6,58.5,8.2,16.5,13.8,34.5,6.2,0.6,46.3,30-52,0.577,0.3,0-2,0
2433,Jr,6-0,Brooke Fatupaito,Montana St.,BSky,17.3,0.3,-1.4,88,82.6,16.4,42.2,45,8,14.7,5.4,22.7,2.1,4,17.2,21-52,0.404,2.8,4-12,0.333
2434,Sr,6-0,Payton Fields,Arkansas St.,SB,16.3,0.3,0.6,97.1,84.7,12.9,39.6,42.5,3.1,7.8,6.5,11.8,0.9,4.6,11.9,4-7,0.571,13.1,15-60,0.25
2435,So,5-11,Lola Donez,California,ACC,40.2,0.3,1.9,93.4,87.6,9.1,50.7,54.4,1,3.3,8.6,29.3,0.6,2.7,33.8,6-10,0.6,5.7,19-58,0.328
2436,Jr,5-10,Shannon Blacher,Southern Indiana,OVC,74.6,0.3,0.9,88.8,87.7,15,39.2,44.1,4.4,10.8,11.6,23.5,0.6,4.2,34.4,40-99,0.404,5.8,22-87,0.253
2437,Fr,6-0,Emma Heaney,Lafayette,Pat,19.8,0.3,-3.7,97,99.2,15.1,48.8,54.2,9.7,16.3,5.7,23.9,3.4,1.8,43.9,20-40,0.5,0.3,0-1,0
2438,Fr,6-3,Yevheniia Putra,Louisville,ACC,15,0.3,-1.5,82.8,79.2,19.7,45.8,47.8,10.1,18.2,7.2,33.3,1.9,2.3,18.6,27-59,0.458,0,0-0,0
2439,Fr,6-4,Avery Wagner,Purdue Fort Wayne,Horz,17.4,0.3,1.2,96.1,88,16.8,51.9,54.5,5.8,19.3,10.2,23.6,10.6,0.7,27.8,16-31,0.516,5.3,8-23,0.348
2440,Fr,5-5,Sania Richardson,Auburn,SEC,31.9,0.3,0.1,77.3,84.3,19.7,37.5,37.9,3,6.5,20.8,22.5,0.3,3.4,4.7,24-59,0.407,9.8,16-69,0.232
2441,Fr,6-0,Seini Henry,Ohio St.,B10,7.7,0.3,-2.5,88.6,82.3,21.7,39.1,44.8,13.1,25.1,5.8,22.7,2.8,2,50,11-21,0.524,5.4,1-11,0.091
2442,Jr,6-2,Tasha Chudy,Lafayette,Pat,31.4,0.3,-6.4,80.9,101.1,22.5,38.8,45.5,6.5,17.7,15.1,26.8,1.6,1.1,37.8,38-95,0.4,0.5,0-3,0
2443,Fr,6-3,Nataliyah Gray,Mississippi St.,SEC,7.3,0.3,-3.9,81,84.8,29.8,39.7,45.1,8.2,24.4,8,26.4,1.1,1.8,76.5,12-27,0.444,4.3,1-7,0.143
2444,Sr,6-3,Hannah Dereje,Towson,CAA,35.8,0.3,-6,82.2,96.3,21.7,41.3,46,10.2,22,8.2,28.1,1.4,0.9,29.4,52-126,0.413,0,0-0,0
2445,So,6-0,Kamora Morgan,Northern Kentucky,Horz,31.9,0.3,-2.3,88.4,100.3,17.6,39.3,44.3,4.8,10.5,12.7,22.5,1.8,1,22.3,20-57,0.351,7.5,16-55,0.291
2446,Sr,5-2,Nariyah Simmons,Northeastern,CAA,59,0.3,-1.4,85.3,99.6,18.4,39.2,43.9,5.5,10.9,17.1,26.3,0.8,4.3,25.6,30-87,0.345,7.5,26-89,0.292
2447,So,5-10,Andjela Marojevic,Utah St.,MWC,8.7,0.3,-2.4,87.4,101.4,21.7,47.1,50.3,5.5,9.7,8.1,21.2,0,2.3,11.8,13-24,0.542,5.7,2-10,0.2
2448,So,5-10,Grace Billington,Tennessee Martin,OVC,44.8,0.3,-2.5,83.3,97.4,19.7,39.3,45.3,3.5,12.1,8.4,19,1.4,2.5,29.4,22-54,0.407,9.9,21-82,0.256
2449,Fr,5-7,Desi Taylor,Maryland Eastern Sho,MEAC,38.4,0.3,-1.1,84,96.6,19.4,48.1,49.1,0.6,5.7,15.9,29.7,1.1,2.4,14.6,14-44,0.318,12.3,41-113,0.363
2450,Sr,5-6,J'Unti Franklin,East Texas A&M,Slnd,16.6,0.3,-0.7,91.5,97.7,19.5,47.2,50.9,4.6,16.1,12.1,20.4,0.5,4,34,10-25,0.4,8.6,10-28,0.357
2451,Fr,6-2,Rylie Whitehair,UT Rio Grande Valley,Slnd,11.5,0.3,-5.4,85.9,96.4,25.1,39.2,44.6,8.8,23.7,4.6,19.8,1.3,0,31.7,13-35,0.371,9.5,7-25,0.28
2452,Jr,6-0,Kennan Ka,Long Beach St.,BW,78,0.3,-4.7,85.8,108.3,14.8,49.2,51,2.8,10.2,19.5,29.6,1.4,0.8,15.7,53-105,0.505,4.6,23-73,0.315
2453,So,5-11,Rian Forestier,USC,B10,5.7,0.3,-1.6,86.8,86.6,19.8,42.3,42.8,2.9,9.1,15.6,19.4,0,0.8,7.7,2-3,0.667,17.7,6-23,0.261
2454,So,6-0,Emmy Roach,Rider,MAAC,65.2,0.3,-1.9,90.6,98,14.8,46.9,48.8,4.3,14.9,9.3,20.3,4.2,2.6,13.3,50-113,0.442,5.3,23-67,0.343
2455,Fr,5-7,Sa'Mahn Johnson,Northern Illinois,MAC,42.5,0.3,-7.2,74.9,104,29.2,35.5,40.9,2.3,8.5,13.8,20,0,2.6,28.6,51-148,0.345,8.7,19-76,0.25
2456,Sr,5-8,Sydney Bolden,IU Indy,Horz,54.3,0.3,-2.3,84.9,96.6,18.5,33.6,42.1,3.6,7.8,8.4,17.1,2.2,4,46.9,28-79,0.354,8.6,21-98,0.214
2457,Sr,6-1,Maliyah Johnson,Dayton,A10,24.1,0.3,-2.1,83.6,99.3,18.9,46.1,47.4,4,8.8,4.7,27.3,1,1.9,18,23-50,0.46,7.5,12-39,0.308
2458,Sr,5-11,Lemyah Hylton,Texas A&M,SEC,54.9,0.3,-1.2,74.6,87.6,17.7,42.8,44.4,1.8,5.9,14.5,31.9,0.5,1.8,17,34-85,0.4,6.3,21-68,0.309
2459,Jr,5-9,Maggie Cavanaugh,New Hampshire,AE,81.7,0.3,-3.6,77.6,97.3,22.7,39.4,43.9,2.4,14.7,20.3,25.9,0.9,2.2,22,62-156,0.397,7.2,28-108,0.259
2460,So,6-1,Saige Stahl,Purdue,B10,20.4,0.3,0.9,93.8,89.4,10.4,41.7,50.3,12.3,21.3,6.1,33.6,0.4,2.8,45.8,10-22,0.455,0.5,0-2,0
2461,Jr,5-10,Aaryn Battle,Hampton,CAA,55.8,0.3,-4.1,79,102.7,21.3,37,39.9,2.7,10.9,29.8,25.9,1.1,2.8,12.2,40-122,0.328,6.4,20-67,0.299
2462,Sr,6-0,Lucia Melero,New Hampshire,AE,51.6,0.3,-5.4,84.9,99.8,17.9,45.2,46.5,6.1,15,9.5,20.7,1.8,0.7,13.7,66-144,0.458,0.2,0-2,0
2463,Sr,5-8,KJ Walker,Lamar,Slnd,26.5,0.3,-3.1,96.3,100.6,14.8,43.3,45.4,0.3,5.6,10.4,18.6,0,1.1,8.9,6-15,0.4,13.7,22-75,0.293
2464,Sr,5-9,Giana Hoddinott,Mount St. Mary's,MAAC,67.7,0.3,-3.1,88.2,99.4,16.6,40.4,45.3,2.5,4.8,19.5,24.3,0,3.3,22.2,37-101,0.366,7.1,30-102,0.294
2465,Fr,6-0,Oliwia Pelka,Eastern Michigan,MAC,14.4,0.3,-1.6,88.5,100.6,21.1,42.1,44.1,2.1,8.9,9,14.9,0,1.4,14.3,7-20,0.35,15.1,13-43,0.302
2466,So,6-1,Cam Rust,Seton Hall,BE,10.7,0.3,-0.2,80.1,82.4,21.9,42.3,45.1,8.8,15.6,16.4,32.5,0.9,3.3,17.9,12-26,0.462,5.4,3-13,0.231
2467,Sr,6-3,Taylor Jackson,Oral Roberts,Sum,12.2,0.3,-7.2,86.6,99,22.4,42.5,44.9,13.8,21.1,1.4,19.6,5.3,0,57.5,17-40,0.425,0,0-0,0
2468,Sr,5-6,Paige Lyons,East Tennessee St.,SC,27.3,0.3,-3,84.9,100.6,21.5,40.9,46.2,6.2,3.2,8.3,22.5,0,1.7,46.6,27-63,0.429,4.8,6-25,0.24
2469,So,5-9,Samira Khalil,Elon,CAA,12.8,0.3,-2.9,100.9,103.9,14,39.8,44,1.4,5.1,10.1,13.1,0,1.1,13.6,4-6,0.667,13.9,9-38,0.237
2470,Jr,5-10,Jada Hunter,Saint Mary's,WCC,55.9,0.3,-0.3,78.9,86.3,20.5,41.5,44.3,1.3,10.3,20.5,28.7,1.1,5.4,23.5,67-158,0.424,2.2,6-25,0.24
2471,Sr,5-9,Ines Gnahore,Austin Peay,ASun,51.5,0.3,-1.3,90,89.1,15.4,48.1,49.7,7.4,16,7.5,28.3,1.2,3.6,25.8,41-80,0.512,4.9,15-52,0.288
2472,Jr,5-10,Zaria Hurston,Southern,SWAC,59.2,0.3,-2.7,78.8,89.6,22.9,37.6,41.8,7.7,16.8,7.7,23.4,1.3,3.2,37.2,76-207,0.367,3.8,14-51,0.275
2473,Jr,5-7,Malea Egan,Marist,MAAC,7.5,0.3,-3.7,82.2,93.9,18.1,46.3,46.3,2.4,10.5,15.9,24,0,3.1,0,5-16,0.313,6.9,5-11,0.455
2474,Sr,5-5,Shanihya Brown,New Orleans,Slnd,65.6,0.3,-5.6,75.9,106.3,25.7,39.3,45.9,3.7,7.9,32.9,34.1,0.1,4.3,48.3,83-203,0.409,2.4,7-35,0.2
2475,Sr,6-3,Georgia Grigoropoulou,Saint Mary's,WCC,15.1,0.3,-1.9,83.6,90.3,25.2,45.5,46.3,8.1,19.6,14.8,23.5,2.1,1.6,25.8,30-66,0.455,0,0-0,0
2476,So,6-0,Angela Williams,James Madison,SB,22.2,0.3,-1.2,79.4,77.4,23.5,43.9,46,7.7,20.5,9.1,31.9,4.5,2.7,19.8,33-65,0.508,7.3,9-41,0.22
2477,Jr,5-10,Abby Jegede,Tulsa,Amer,55.3,0.3,-2.6,86.1,94.2,15.8,45.4,48.7,5.3,10.5,5.7,24.8,0.4,1.7,30.5,49-108,0.454,4.4,17-56,0.304
2478,Sr,6-5,Jersey Wolfenbarger,Tennessee,SEC,12,0.3,4.3,96.4,78.7,9.4,42.1,43.5,11.4,11,1.1,19.7,5.9,3.7,47.4,8-19,0.421,0,0-0,0
2479,Sr,6-1,Brianna Wooldridge,Tennessee St.,OVC,39.7,0.3,-3.6,85.9,101.9,16.9,30.1,43.5,11.8,13.7,7.9,22.9,2.1,2.4,76.3,28-93,0.301,0,0-0,0
2480,Sr,5-7,Jaci Bolden,Longwood,BSth,45.3,0.3,-5.4,84.5,100.1,20.6,39.3,44.2,2.4,7.6,14.2,25.7,0.8,1.7,27.1,32-89,0.36,9,25-88,0.284
2481,Sr,5-7,Hannah Humphrey,LIU,NEC,62.7,0.3,-5,92.4,104.9,16.9,48.3,52.2,0.7,8.3,6.6,22.9,0.7,2,23.1,30-76,0.395,9.9,47-132,0.356
2482,Jr,6-4,Meioshe Mason,Eastern Illinois,OVC,52.1,0.3,-6.8,79.2,100.9,22.8,44.9,47.5,7.4,18.9,14.8,28.2,2.8,0.9,36.8,83-184,0.451,0.1,0-1,0
2483,Sr,6-1,Natalie Fraley,Portland,WCC,17.1,0.3,-1.9,85.6,91.6,15.9,38.2,41.9,2.9,8.1,17.7,19.5,0.8,2.2,29.1,15-35,0.429,4.8,4-20,0.2
2484,So,5-7,Peyton McCabe,Drake,MVC,22.4,0.3,-4.1,98.1,103.3,10.4,46.6,51,0.8,7.1,25.6,33.5,0.3,0.2,41.4,6-10,0.6,3.7,5-19,0.263
2485,Jr,6-0,Aa'Mya Stacker,Southeast Missouri S,OVC,11.7,0.3,-3.7,90.1,94.5,18.1,51.9,55.1,12.6,23.7,3.1,28.7,0.7,1.2,70.4,14-27,0.519,0,0-0,0
2486,So,5-6,Jana Falsdottir,Cal St. Fullerton,BW,51.1,0.3,-0.9,89.8,94.9,14.6,39.3,41.3,4.7,7.1,19.6,23.5,0.4,4,19.5,32-78,0.41,6.5,19-76,0.25
2487,Sr,5-6,Tiny Lewis,Eastern Illinois,OVC,64.8,0.3,-4.7,81.9,103.5,19.6,39.9,45.4,1.9,8.2,12.5,22,0.5,2.3,24.4,44-122,0.361,8.2,34-116,0.293
2488,Fr,6-0,Carsyn Swaney,Middle Tennessee,CUSA,28.5,0.3,-1.4,90.5,95.1,13.3,54.8,56.1,4.1,7.7,7,31.4,0.3,2.4,27.4,19-28,0.679,5.4,10-34,0.294
2489,Fr,5-0,Shayla Smith,Penn St.,B10,16.9,0.3,-1.1,77.8,90.4,19.8,37.3,37.1,6.4,22.4,14.4,23.2,0.5,3.2,6,22-50,0.44,4.6,2-17,0.118
2490,Fr,6-2,Whitley Watkins,Loyola MD,Pat,21.4,0.3,-1.1,94.9,94.8,15.7,43.9,51.2,5.4,20.1,10.8,23.4,3.8,2.4,49,17-37,0.459,2.9,3-12,0.25
2491,So,6-2,Pinja Paananen,Sacramento St.,BSky,21.6,0.3,-0.8,97.2,99.3,12.6,46.7,47.1,4.6,5.3,9.3,19,1.2,0.6,1.7,7-17,0.412,9.3,14-43,0.326
2492,So,5-10,Kendal Robinson,UT Arlington,WAC,33.1,0.3,-4.3,79.3,94.5,21.8,43.9,50.3,1.8,5.9,14.6,31.1,0.7,2.6,61.7,40-93,0.43,2.7,7-22,0.318
2493,Jr,6-2,Julie Bahati,St. John's,BE,7.8,0.3,3.7,95.6,84.5,15.6,61.5,63.2,16.4,18,9.7,36.2,4.7,2.8,76.9,8-13,0.615,0,0-0,0
2494,Fr,6-1,Jocelyn Faison,Georgia,SEC,15,0.3,2.3,92.6,85,13.8,35.7,35.8,9.7,10.3,12.3,12.7,2.3,1.8,14.3,15-35,0.429,2,0-7,0
2495,So,5-9,Nikola Zdenkova,Saint Peter's,MAAC,78.6,0.3,-5.6,94.7,113.9,11.1,47.6,48.3,0.4,3.1,7.3,12.1,0.5,0.9,4.3,15-28,0.536,10.6,49-158,0.31
2496,Jr,5-11,Sifa Joyeuse,Grand Canyon,MWC,21.1,0.3,0.5,83.9,86.4,18.9,41.3,47.7,5.1,16.1,9.7,27.6,0.7,3.5,60.3,11-26,0.423,7.7,10-37,0.27
2497,Fr,6-1,Danijela Kujovic,Hawaii,BW,8.6,0.3,1.7,97.3,86.9,13.9,60,59.7,4.7,8.7,7.8,28,4,2.2,20,6-10,0.6,5.5,4-10,0.4
2498,Sr,5-9,Nevaeh Brown,Hofstra,CAA,36.4,0.3,-4,80.7,102.4,22.3,39.9,42.6,5.2,8.6,9.9,22.1,0.5,1.6,14.5,38-104,0.365,7.3,17-55,0.309
2499,Jr,6-0,Taleiyah Gibbs,Texas St.,SB,34.5,0.3,-1.5,92.5,98.6,13.6,53.3,55.4,5.1,8.2,8.8,29.3,0.8,1.9,18.4,30-57,0.526,2.7,7-19,0.368
2500,Fr,5-8,Amaya Williams,Arizona St.,B12,42.6,0.3,1,80.8,81.9,16.9,40.1,43,3,7.1,20.8,28.3,1.2,2.3,29,42-92,0.457,3.7,7-39,0.179
2501,So,5-9,Karoline Lundin,Wyoming,MWC,5.5,0.3,-2.7,96.7,100.6,15.9,67.9,70.6,0,12.1,7.6,30,0,0,14.3,2-3,0.667,10.5,5-11,0.455
2502,Jr,5-7,Sharon Smith,New Orleans,Slnd,14.7,0.3,-0.7,86.6,106.3,21.1,50,48.8,6.6,9.7,18.5,24.6,0,3,30.4,13-33,0.394,7,10-23,0.435
2503,Jr,6-1,Calyn Dallas,Utah Tech,WAC,37.6,0.3,1.1,94.2,93,12.2,46.2,50,1.3,15.4,4,12.8,2.4,2.1,19.4,7-12,0.583,10.5,24-81,0.296
2504,So,6-3,Izzy Pugh,Milwaukee,Horz,16,0.3,-8,79.1,100.6,27.5,32.4,42.1,7.9,16.2,2.5,18.8,4.1,1.8,66.2,19-61,0.311,2.1,2-7,0.286
2505,Sr,5-6,Meghan McIntyre,San Francisco,WCC,46,0.3,1,86.3,88.5,15.5,42.2,44,5.4,15.9,17.5,25.5,0.2,2.8,23.4,46-90,0.511,4.5,9-51,0.176
2506,So,5-6,Erica Moon,Georgia Tech,ACC,70.3,0.3,-0.4,80.1,85,15.6,39.1,45.9,0.9,9.3,21.8,32,0.5,1.8,33,49-107,0.458,4.2,14-72,0.194
2507,Fr,6-0,Grace Galbavy,Wake Forest,ACC,14.1,0.3,3.2,87.6,85.8,15.8,50,52.6,2.8,11.6,9.5,26,5.9,2.5,14.3,9-18,0.5,7.6,8-24,0.333
2508,Sr,5-11,Gabby Anderson,Harvard,Ivy,18.3,0.3,2.6,84.3,74.2,13.7,36.7,39.8,12.1,16.3,5.5,27.7,1.9,3.5,20,12-30,0.4,3.8,3-15,0.2
2509,Sr,6-0,Karyn Sanford,Utah St.,MWC,72,0.3,-4.1,77,100.9,20.6,38.4,43.3,1.4,11.3,18,24.7,1.2,1.7,22.8,64-144,0.444,6.4,18-93,0.194
2510,Sr,5-9,Jacorriah Bracey,UCF,B12,60.2,0.3,-3.9,75.8,94,20.7,38.5,41,4,6,12.5,26.1,0.4,1.7,14.8,78-186,0.419,3.5,7-44,0.159
2511,Jr,5-8,Love Mays,Eastern Kentucky,ASun,7.4,0.3,-3.6,106.7,90.3,16.5,47.8,52.9,6.8,16.8,10.3,14.5,0,1.2,43.5,8-16,0.5,4.2,2-7,0.286
2512,So,6-3,Jess Ross,Massachusetts,MAC,19.1,0.3,-2.7,93.5,90.4,15.7,47.4,48.4,7.3,16.3,8,22.3,1,1.5,15.5,20-41,0.488,4.3,5-17,0.294
2513,Jr,5-6,Jordyn DeVaughn,Air Force,MWC,38.4,0.3,-4.8,79,98.8,21,35.5,40.7,3.5,8.5,19,24.2,0.2,1.7,25.2,25-77,0.325,8.8,20-78,0.256
2514,Sr,6-0,Rylan Moffitt,UNC Greensboro,SC,66.7,0.3,-2.8,87.4,92.9,16.1,42.8,45.6,9.1,22.8,9.6,23.8,4.7,1.9,18.4,62-143,0.434,0.8,2-9,0.222
2515,So,5-9,Chantelle Stuart,Furman,SC,57.5,0.3,-5,76.9,93.9,24.8,36.1,41.4,2.9,12.1,33.8,32.1,0.7,3,30.8,52-151,0.344,4.2,13-47,0.277
2516,Fr,6-2,Aubrey Shaw,Harvard,Ivy,15.8,0.3,0.9,86.6,82.4,19,41,43.6,6.3,14,9.6,26.3,3.4,2,16.4,7-19,0.368,12.3,12-42,0.286
2517,Sr,5-11,Jaylen Ponder,Old Dominion,SB,15.6,0.3,-3.2,81.1,90.5,23.8,36.6,38.2,9.6,18.1,13.2,19.8,1.7,1.4,19.5,27-61,0.443,5.8,2-21,0.095
2518,So,5-9,Kamryn Kitchen,Arizona,B12,32.3,0.3,0,84.5,92.3,14.8,50,51.2,0.6,10.6,12.2,26,0.8,2.2,12.5,23-41,0.561,6.5,14-47,0.298
2519,Fr,6-10,Nicole Dominguez Gureeva,Middle Tennessee,CUSA,9.6,0.3,-2.7,91.7,85.4,19.6,53.8,59.9,13.3,35,1.9,34.1,4.6,0.5,50,14-25,0.56,0.5,0-1,0
2520,So,6-0,Mariah Watkins,Drexel,CAA,49.4,0.3,-0.7,91.7,92.3,14.3,37.7,41.9,7.3,15.5,12.2,19.2,2.4,2.5,23.8,46-116,0.397,0.6,0-6,0
2521,Jr,5-5,Konstantina Mantziori,Lindenwood,OVC,6.1,0.3,-1.7,106.8,99.8,11.8,66.7,69.7,1.7,6.5,13.3,33.5,0,3.9,44.4,3-4,0.75,4,2-5,0.4
2522,Sr,5-11,Shamaryah Duncan,Tulsa,Amer,14.2,0.3,-0.6,88.6,88.5,15.8,44.6,48,0.6,11.6,12.6,23.1,1.7,2.4,19.6,7-19,0.368,8.3,9-27,0.333
2523,Jr,6-2,Merit Innocent,New Haven,NEC,32.2,0.3,-7.2,84,105.8,24.7,45.5,47.1,12.6,21.5,12.1,27.1,0.3,0.7,19.8,55-121,0.455,0,0-0,0
2524,Sr,5-9,D'Mya Griffin,Grambling St.,SWAC,34.9,0.3,-1.4,85.7,97.8,19.8,37.2,40.9,5.4,11,11.5,18.9,0.7,3.1,17.8,25-72,0.347,10.7,21-80,0.263
2525,So,6-1,Hannah Richardson,Lipscomb,ASun,52.8,0.3,-4.5,88.5,98.2,16.2,40.6,48.3,4.2,8.5,7.9,21.4,2.4,1.1,44.5,40-96,0.417,3.1,8-32,0.25
2526,Jr,6-2,Crystal Wang,Northwestern,B10,6.1,0.3,-2.2,92.2,94.6,14.2,36.4,48.7,3.3,15.6,12.6,22.5,0,0.8,90.9,4-9,0.444,1.6,0-2,0
2527,So,6-1,Ellie McDermid,Bradley,MVC,65.4,0.3,-0.7,90.4,89.9,14.9,39.8,42.4,4.9,18.5,10.5,15,4.3,1.3,16.1,62-146,0.425,4,13-59,0.22
2528,So,6-1,Laila Harrison,Bowling Green,MAC,8.8,0.3,3,111.8,85.6,10.3,66.7,68,4.3,12,2.3,22.3,4.5,5.7,40,10-14,0.714,0.6,0-1,0
2529,So,5-9,Madison Hurta,Houston Christian,Slnd,41.2,0.3,-4.2,85,103.4,18.8,45.9,46.7,4.5,5.7,8,20.9,0.2,1.9,7.5,25-44,0.568,12.9,28-102,0.275
2530,Sr,6-0,Izzy Forsyth,Hawaii,BW,18.3,0.3,-0.7,98,93.4,12.7,45.9,49.4,4.4,8.6,3.5,16.4,1.9,0.8,12.2,3-10,0.3,10.2,13-39,0.333
2531,Sr,6-3,Nairobi Lewis,Mississippi Valley S,SWAC,44.2,0.3,-5.2,84.9,104.8,19.7,40.6,46.3,10.8,19.9,4.3,23.9,8,1.1,43.6,67-161,0.416,0.4,0-4,0
2532,Sr,6-3,Chloe Williams,Nevada,MWC,24.6,0.3,0.9,78.6,86.6,22,43.2,46.1,7.5,18.2,7.3,28.3,5.5,3.8,25,38-78,0.487,2,0-10,0
2533,Fr,5-11,Adelaide Jernigan,N.C. State,ACC,7.3,0.3,-5.1,87.3,91.2,18.2,38.8,38.3,1.2,7.3,3.6,3.2,0,0.6,2.5,8-13,0.615,15.8,5-27,0.185
2534,Fr,6-0,Megan Hollingsworth,Pittsburgh,ACC,42,0.3,-3.6,80.8,99.9,18.4,39.6,42.6,5.7,10.3,8.5,21.3,0.8,1.8,22.9,42-100,0.42,4.9,10-44,0.227
2535,So,6-5,Blanca Thomas,North Carolina,ACC,9.6,0.3,-0.3,85.5,77.3,18.4,47.1,45.7,9.9,19.6,11,29.2,3,0.4,14.3,15-34,0.441,0.4,1-1,1
2536,Fr,6-1,Zhen Verburgt,Ball St.,MAC,48,0.3,-1.8,85.5,88.9,16,46,49.9,3.4,18.3,11.7,31.9,0.6,1.1,30.7,30-65,0.462,6.2,22-72,0.306
2537,So,5-11,Kira-May Filemu,Hawaii,BW,10.7,0.3,-1,88,89.5,18.6,52.6,52.7,3.7,6.9,6.6,26.3,3.2,1.8,5.1,7-15,0.467,10.7,9-24,0.375
2538,Fr,6-2,Lucia France,East Tennessee St.,SC,12,0.3,2.6,105,85.7,9.9,46.7,51,14.7,24.2,3.3,22.2,3.1,1.3,40,7-15,0.467,0,0-0,0
2539,Jr,6-1,Rayne Durant,Howard,MEAC,23.4,0.3,-3.3,90.9,91.9,16.4,50,51.2,8.7,18,4.1,24.8,5.9,0.5,23.1,39-78,0.5,0,0-0,0
2540,So,5-11,Jordan Zubich,North Carolina,ACC,7.8,0.3,-1.5,95.5,92.3,16,47.1,48.9,1,4.8,4.4,19,0,1,11.8,1-3,0.333,15.7,10-31,0.323
2541,Jr,5-0,Tanita Swift,Nicholls St.,Slnd,61,0.3,-3,80.2,93.2,23.3,32.5,39.5,6.1,10.8,16.2,21,0.3,4.4,45.8,72-208,0.346,2.5,4-32,0.125
2542,Fr,5-0,Dulci Vail,Cal Poly,BW,29,0.3,-6.8,79.5,111.6,21.8,42.8,48,6.5,11,9.8,28.7,2,0.9,26.8,31-81,0.383,2.8,7-16,0.438
2543,Jr,5-8,Junae Mahan,UC San Diego,BW,13.4,0.3,-2.2,89.6,92.6,17,46.3,48.3,5.5,14.9,16,24.6,2,1.9,20,11-30,0.367,3.2,5-10,0.5
2544,Fr,6-3,Lynn Peters,Liberty,CUSA,28.8,0.3,-6,83,100.4,18.8,56,59,9.9,7.3,5.7,40.6,0.7,0.7,28.4,33-62,0.532,0.9,3-5,0.6
2545,Jr,5-10,Loghan Johnson,West Virginia,B12,14,0.3,5.1,91.1,74.8,13.4,44.4,51.7,5.9,8.2,9.7,31.9,0.6,4.8,74.1,9-20,0.45,2,2-7,0.286
2546,Fr,5-9,Lauren Walker,Northern Iowa,MVC,23.7,0.3,-3.7,85.9,92,19.8,40.1,45.3,10.3,9.6,5.2,22.7,0,2.1,35.8,19-45,0.422,6.8,9-36,0.25
2547,Sr,5-7,Jada Knight,Samford,SC,26.8,0.3,-7.3,78.4,103.8,22.5,38.5,42.5,1.7,6.3,30.3,27.5,0,2.5,25.3,32-78,0.41,2.3,2-13,0.154
2548,Jr,5-6,Avari Berry,McNeese St.,Slnd,37.8,0.3,0.8,91.6,83.8,14.6,39.5,46.5,2.3,10.7,20.9,24.3,0.6,4.1,45.3,34-79,0.43,0.8,0-7,0
2549,Jr,5-7,Madison Lewis,Eastern Kentucky,ASun,12.1,0.3,-5.6,79.3,87.6,32.1,42.4,45.4,4.1,6.1,10.7,22.8,0,4.4,22.8,26-60,0.433,6.9,5-19,0.263
2550,So,5-6,Shay Ijiwoye,Stanford,ACC,35.3,0.3,1,85.6,82.7,13.8,40.9,43.3,4.5,9.7,13.8,27.7,0.2,3.4,26.1,30-62,0.484,3,4-26,0.154
2551,So,5-9,Lucy Hood,East Tennessee St.,SC,31.3,0.3,-2.2,93.1,102.9,14.2,42,42.9,0.6,2.5,4.1,7.1,0,0.5,2.8,1-7,0.143,16.7,29-99,0.293
2552,Fr,5-7,Trinity Jones,Cornell,Ivy,7,0.3,-8.6,72.3,99.7,30.2,50,54.6,5.2,8.6,15.7,40.4,0,0.9,26.1,7-17,0.412,5.3,3-6,0.5
2553,So,5-9,Elle Snyder,Evansville,MVC,52.2,0.3,-3.2,96.5,101.3,10.7,46.5,48,5.4,22.7,7.6,19,0.7,0.7,14.7,15-35,0.429,7,30-94,0.319
2554,Jr,6-0,Blau Tor,Columbia,Ivy,8.6,0.3,3.4,98.3,80.9,13.6,47.4,46.2,16.7,23.2,10.2,26,2.8,2.5,31.6,9-15,0.6,2,0-4,0
2555,Sr,5-11,Ta'Viyanna Habib,Rhode Island,A10,22,0.3,-0.9,92.9,89.6,12.5,37.7,41,6.6,8.5,0,10.6,0,1.1,18,11-23,0.478,8.4,8-38,0.211
2556,Jr,6-2,Maria Konstantinidou,San Diego St.,MWC,33.4,0.3,-3.1,84.5,88.6,16.8,42.4,43.5,11,15.4,6.5,25.6,4.5,0.7,14.1,39-79,0.494,1.8,0-13,0
